Station.Id,StationName,longitude,latitude,Easting,Northing
225,"Notting Hill Gate Station, Notting Hill",-0.196422,51.5094,525262.07,180478.32
226,"Charles II Street, West End",-0.131961,51.5084,529735.86,180488.71
227,"Great Percy Street, Clerkenwell",-0.115481,51.5289,530821.02,182794.61
228,"St. James's Square, St. James's",-0.134621,51.5074,529554.32,180370.72
229,"Whitehall Place, Strand",-0.12318,51.5065,530350.82,180292.98
230,"Poured Lines, Bankside",-0.103137,51.5067,531741.25,180345.48
231,"Queen's Gate (Central), South Kensington",-0.178732,51.494,526435.477,179658.216
232,"Carey Street, Holborn",-0.112753,51.515,531050.1,181253.15
233,"Pall Mall East, West End",-0.1307,51.5078,529825.47,180416.1
234,"Liverpool Road (N1 Centre), Angel",-0.106993,51.5345,531393.7,183431.3
235,"Kennington Road, Vauxhall",-0.110889,51.4957,531234.8,179111.16
236,"Fashion Street, Whitechapel",-0.0734389,51.5184,533767.99,181699.01
237,"Dock Street, Wapping",-0.0671764,51.5084,534231.65,180605.6
238,"Frampton Street, Paddington",-0.175116,51.5234,526699.99,182071.19
239,"Warren Street Station, Euston",-0.138019,51.5244,529270.36,182256.69
240,"Colombo Street, Southwark",-0.105692,51.5055,531567.52,180203.72
242,"Beaumont Street, Marylebone",-0.151359,51.522,528351.81,181962.95
243,"Gloucester Street, Pimlico",-0.139625,51.491,529253.6,178531.22
244,"Earnshaw Street, Covent Garden",-0.128585,51.5161,529948.48,181348.22
245,"Grosvenor Road, Pimlico",-0.142207,51.4854,529090.15,177903.33
246,"Berry Street, Clerkenwell",-0.0999941,51.5229,531912.73,182148.2
247,"St. John's Wood Church, The Regent's Park",-0.168314,51.5301,527202.89,182878
248,"Triangle Car Park, Hyde Park",-0.17028,51.5065,527082.5,180200.04
249,"Harper Road, The Borough",-0.0961911,51.4986,532246.71,179457.81
250,"Royal Avenue 1, Chelsea",-0.162727,51.4899,527653.88,178372.09
251,"Brushfield Street, Liverpool Street",-0.079249,51.5189,533380.93,181755.97
252,"Jubilee Gardens, South Bank",-0.116542,51.5046,530816.89,180092.77
253,"Shoreditch Park, Hoxton",-0.0863797,51.534,532824.63,183417.17
254,"Chadwell Street, Angel",-0.106408,51.5305,531445.7,182988.8
255,"Clifton Road, Maida Vale",-0.179593,51.5256,526383.28,182310.54
256,"Houghton Street, Strand",-0.116764,51.5136,530775.78,181091.44
257,"Westminster University, Marylebone",-0.154907,51.5225,528104.35,182009.43
258,"Kensington Gore, Knightsbridge",-0.178657,51.5014,526515.02,179627.42
259,"Bourne Street, Belgravia",-0.123248,51.5049,530350.66,180115.2
260,"Broadwick Street, Soho",-0.135581,51.5137,529469.99,181065.13
261,"Princes Square, Bayswater",-0.191351,51.5135,525600.85,180946.27
262,"LSBU (Borough Road), Elephant & Castle",-0.103133,51.4987,531764.47,179461.63
263,"St. Mary Axe, Aldgate",-0.0806601,51.5142,533279.12,181223.75
264,"Tysoe Street, Clerkenwell",-0.109257,51.5264,531259.84,182530.82
265,"Southwick Street, Paddington",-0.169249,51.516,527127.56,181258.45
266,"Queen's Gate (North), Kensington",-0.180246,51.501,526530.45,178797.11
267,"Regency Street, Westminster",-0.132225,51.4921,529764.23,178666.38
268,"Belgrave Road, Victoria",-0.144133,51.4932,528934.35,178772.58
269,"Empire Square, The Borough",-0.0897408,51.5008,532687.96,179716.97
270,"Kennington Lane Rail Bridge, Vauxhall",-0.122492,51.4863,530456.13,178047.92
271,"London Zoo, The Regent's Park",-0.156285,51.5358,527994.99,183502.41
272,"Baylis Road, Waterloo",-0.110699,51.5014,531231.55,179748.28
273,"Belvedere Road 1, South Bank",-0.114686,51.5061,530941.4,180262.54
274,"Warwick Road, Olympia",-0.205284,51.4967,524679.82,179056.82
275,"Barbican Centre, Barbican",-0.0921764,51.52,532463.19,181850.05
276,"Lower Thames Street, Monument",-0.0849854,51.5093,532993.34,180668.39
277,"Kensington Church Street, Kensington",-0.191496,51.5032,525619.17,179797.09
278,"Tooley Street, Bermondsey",-0.079621,51.5035,533382.53,180032.3
279,"North Wharf Road, Paddington",-0.176646,51.5186,526606.98,181542.44
280,"Royal Avenue 2, Chelsea",-0.162727,51.4899,527653.88,178372.09
281,"Smith Square, Westminster",-0.127575,51.4958,530076.33,179091.14
282,"Royal London Hospital, Whitechapel",-0.0596421,51.5191,534723.17,181800.37
283,"Kingsway, Covent Garden",-0.118479,51.5144,530654.56,181176.09
284,"Lambeth North Station, Waterloo",-0.112031,51.4991,531145.7,179489.69
286,"St. John's Wood Road, St. John's Wood",-0.174654,51.5273,526721.14,182510.28
287,"Bedford Way, Bloomsbury",-0.128378,51.5237,529941.38,182188.65
288,"Elizabeth Bridge, Victoria",-0.147479,51.4924,528704.44,178673.86
289,"South Audley Street, Mayfair",-0.151296,51.5092,528392.09,180542.12
290,"St Mary's Hospital, Westminster",-0.1711032,51.518268,526994,181513
291,"Claverton Street, Pimlico",-0.138089,51.4848,529377.55,177853.07
292,"Montpelier Street, Knightsbridge",-0.165472,51.4989,527437.25,179366.83
293,"Kensington Olympia Station, Olympia",-0.209494,51.4982,524383.68,179210.4
294,"St. George's Square, Pimlico",-0.135636,51.4882,529538.31,178233.95
295,"Swan Street, The Borough",-0.0927627,51.5003,532479.75,179652.88
296,"Knaresborough Place, Earl's Court",-0.190603,51.4936,525707.33,178739.31
297,"Geraldine Street, Elephant & Castle",-0.106001,51.4961,531572.94,179165.49
298,"Curlew Street, Shad Thames",-0.0741892,51.5023,533763.05,179907.22
299,"Vincent Square, Westminster",-0.136929,51.494,529432.24,178872.11
300,"Serpentine Car Park, Hyde Park",-0.17273,51.505,526916.47,180035.85
301,"Marylebone Lane, Marylebone",-0.148105,51.5148,528597.94,181162.61
302,"Putney Pier, Wandsworth",-0.216573,51.4669,524000.88,175710.09
303,"Albert Gate, Hyde Park",-0.158456,51.503,527912.8,179831.63
305,"Kennington Lane Tesco, Vauxhall",-0.115854,51.4868,530915.77,178108.3
306,"Rathbone Street, Fitzrovia",-0.135026,51.5182,529495.82,181564.12
307,"Black Lion Gate, Kensington Gardens",-0.187843,51.5099,525854.15,180554.1
308,"Long Lane, Bermondsey",-0.0856663,51.4991,532975.83,179529.99
309,"Embankment (Savoy), Strand",-0.119048,51.5096,530628.75,180643.74
310,"Black Prince Road, Vauxhall",-0.116912,51.4909,530830.63,178561.01
311,"Foley Street, Fitzrovia",-0.140486,51.5192,529114.14,181667.74
312,"Grove End Road, St. John's Wood",-0.176771,51.5309,526564.34,182906.36
313,"Wells Street, Fitzrovia",-0.138073,51.5173,529286.74,181467.67
314,"Tyers Gate, Bermondsey",-0.0831594,51.5009,533144.55,179736.24
315,"The Tennis Courts, The Regent's Park",-0.153464,51.5254,528196.4,182332.8
316,"Warwick Row, Westminster",-0.1429606,51.497998,529003,179308
317,"Dickens Square, Borough",-0.0939135,51.4968,532410.03,179261.03
318,"Sackville Street, Mayfair",-0.138846,51.51,529253.69,180654.96
319,"Baldwin Street, St. Luke's",-0.0885428,51.527,532695,182632.9
320,"Queen Mother Sports Centre, Victoria",-0.139956,51.4936,529223.25,178820.98
321,"Bermondsey Street, Bermondsey",-0.081608,51.4979,533261.06,179401.7
322,"Palissy Street, Shoreditch",-0.073955,51.5263,533710,182585
323,"Clifton Street, Shoreditch",-0.083067,51.5232,533087,182217
324,"Ontario Street, Elephant & Castle",-0.101384,51.4965,531892.27,179217.4
325,"St. Martin's Street, West End",-0.129698,51.5091,529195.21,183852.96
326,"Graham Street, Angel",-0.0999811,51.5327,531885.3,183239
327,"New North Road 1, Hoxton",-0.086016,51.5311,532861.67,183094.77
328,"New North Road 2, Hoxton",-0.086016,51.5311,532861.67,183094.77
329,"Prince Albert Road, The Regent's Park",-0.160854,51.5359,527654.29,183490.4
330,"Eastbourne Mews, Paddington",-0.179135,51.5164,526440.38,181292.94
331,"Bunhill Row, Moorgate",-0.0898879,51.5209,532619.6,181944.7
332,"Nevern Place, Earl's Court",-0.194758,51.4933,525419.72,178700.14
333,"Palace Gardens Terrace, Notting Hill",-0.193764,51.5086,525446.83,180399.05
334,"Concert Hall Approach 1, South Bank",-0.115851,51.505,530865.79,180140.84
335,"Tavistock Street, Covent Garden",-0.120719,51.512,530506.11,180900.62
336,"Concert Hall Approach 2, South Bank",-0.115851,51.505,530865.79,180140.84
337,"Pembridge Villas, Notting Hill",-0.197525,51.5111,525179.06,180668.3
338,"Wellington Street, Strand",-0.119643,51.5118,530581.33,180879.01
339,"Risinghill Street, Angel",-0.111781,51.5333,531070.62,183293.01
340,"Bank of England Museum, Bank",-0.0875874,51.5144,532797.84,181235.22
341,"Craven Street, Strand",-0.126021,51.5081,530149.2,180461.39
343,"London Zoo Car Park, The Regent's Park",-0.150181,51.5369,528391.59,183623.53
344,"Goswell Road (City Uni), Finsbury",-0.101026,51.5282,531825.57,182746.06
345,"Flood Street, Chelsea",-0.166879,51.488,527369.84,178156.66
347,"Lower Marsh, Waterloo",-0.113936,51.5001,531010.65,179597.35
348,"Grosvenor Square, Mayfair",-0.150481,51.5122,528440.37,180870.5
349,"St. George Street, Mayfair",-0.142783,51.512,528975.13,180860.64
350,"Queen's Gate, Kensington Gardens",-0.179854,51.5017,526555.34,178632.18
351,"Macclesfield Rd, St Lukes",-0.097122,51.5294,532093.01,182886.94
352,"Vauxhall Street, Vauxhall",-0.116625,51.487,530854.046,178153.98
353,"Greycoat Street, Westminster",-0.134234,51.4946,529617.55,178944.29
354,"Northumberland Avenue, Strand",-0.123702,51.5068,530288.49,180330.72
355,"Oval Way, Vauxhall",-0.117286,51.4866,530818.29,178083.32
356,"South Kensington Station, South Kensington",-0.173881,51.4944,526871.13,178855.66
357,"Howland Street, Fitzrovia",-0.139016,51.521,529212.827,181872.491
358,"High Holborn, Covent Garden",-0.124332,51.5164,530242.65,181390.92
359,"Butler Place, Westminster",-0.135441,51.4978,529531.225,179313.999
360,"Howick Place, Westminster",-0.138734,51.4968,529299.12,179176.71
361,"Waterloo Station 2, Waterloo",-0.113864,51.504,531040.64,180023.88
362,"Royal College Street, Camden Town",-0.133952,51.5363,529520.995,183579.082
363,"Lord's, St. John's Wood",-0.171185,51.5291,526944.459,182707.833
364,"Alfred Place, Bloomsbury",-0.132339,51.5197,529680.144,181734.921
365,"City Road, Angel",-0.100168,51.5303,531880.29,182981.45
366,"Millennium Hotel, Mayfair",-0.151126,51.5109,528391.392,180732.216
367,"Harrowby Street, Marylebone",-0.164208,51.5174,527463.89,181423.65
368,"Harriet Street, Knightsbridge",-0.159341,51.5002,527864.13,179533.78
370,"Paddington Green, Paddington",-0.174593,51.5202,526746.15,181722.87
371,"King Edward Walk, Waterloo",-0.10988,51.4978,531299.85,179339.15
372,"Sardinia Street, Holborn",-0.117863,51.5152,530681.797,181260.296
373,"Prince Consort Road, Knightsbridge",-0.176416,51.4998,526675.066,179450.831
374,"Waterloo Station 1, Waterloo",-0.113864,51.504,531040.64,180023.88
375,"Kensington Town Hall, Kensington",-0.194393,51.5019,525421.46,179657.41
376,"Millbank Tower, Pimlico",-0.125675,51.4919,530219.448,178658.479
377,"Waterloo Bridge, South Bank",-0.113657,51.5054,531015.1,180177.78
378,"Natural History Museum, South Kensington",-0.179078,51.4956,526501.98,178977.26
379,"Turquoise Island, Notting Hill",-0.200838,51.5143,524939.88,181021.93
380,"Stanhope Gate, Mayfair",-0.150667,51.5069,528442.283,180280.999
381,"Charlotte Street, Fitzrovia",-0.135777,51.5195,529439.8,181714.86
382,"Farm Street, Mayfair",-0.14745,51.5094,528659.11,180562.066
383,"Frith Street, Soho",-0.131214,51.5131,529774.65,181008.22
384,"Marloes Road, Kensington",-0.192404,51.4965,525581.649,179135.84
386,"Moor Street, Soho",-0.130111,51.5135,529849.98,181057.35
387,"Fire Brigade Pier, Vauxhall",-0.121394,51.4937,530502.265,178847.18
388,"Southampton Street, Strand",-0.121724,51.5107,530439.87,180758.83
389,"Upper Grosvenor Street, Mayfair",-0.155758,51.5101,528079.768,180634.274
390,"Buxton Street 1, Shoreditch",-0.068856,51.5218,534077.971,182085.39
392,"Imperial College, Knightsbridge",-0.179702,51.4994,526447.903,179402.677
393,"Snow Hill, Farringdon",-0.103604,51.5173,531678.31,181527.824
394,"Aberdeen Place, St. John's Wood",-0.176268,51.5248,526598.677,182219.159
395,"Cadogan Gardens, Chelsea",-0.159919,51.4925,527841.178,178665.799
396,"Shouldham Street, Marylebone",-0.163609,51.5181,527517.951,181501.241
397,"Devonshire Terrace, Bayswater",-0.17977,51.5135,526404.29,180965.76
398,"Holland Park, Kensington",-0.200742,51.5023,524978.879,179692.456
399,"Brick Lane Market, Shoreditch",-0.071654,51.5226,533879.41,182173.46
400,"George Street, Marylebone",-0.154106,51.5177,528172.69,181479.34
401,"Columbia Road, Shoreditch",-0.075375,51.5282,533605.501,182785.36
402,"Penfold Street, Marylebone",-0.171682,51.5229,526939.5,182025.86
403,"George Place Mews, Marylebone",-0.15825,51.5169,527888.1,181382.08
404,"Palace Gate, Kensington Gardens",-0.1844,51.502,526114.73,179685.29
405,"Gloucester Road Station, South Kensington",-0.182671,51.4942,526256.44,178814.57
408,"Paddington Green Police Station, Paddington",-0.170704,51.5199,527015.52,181699.61
409,"Strata, Elephant & Castle",-0.099828,51.4931,532011,178845
410,"Edgware Road Station, Marylebone",-0.169774,51.52,527088.93,181705.26
411,"Walworth Road, Elephant & Castle",-0.0996807,51.4934,532018,178870
412,"Cleaver Street, Kennington",-0.110121,51.4881,531311,178266
419,"Chelsea Bridge, Pimlico",-0.149004,51.4858,528618,177943
420,"Southwark Station 1, Southwark",-0.105312,51.504,531598,180046
421,"Southwark Station 2, Southwark",-0.105312,51.504,531598,180046
423,"Eaton Square (South), Belgravia",-0.153934,51.4946,528454.85,179132.12
424,"Ebury Bridge, Pimlico",-0.149186,51.4905,528590.411,178457.418
425,"Harrington Square 2, Camden Town",-0.139159,51.5334,529165.96,183208.85
426,"Vincent Street, Pimlico",-0.129925,51.4931,529922.434,178783.147
427,"Cheapside, Bank",-0.0929403,51.514,532427,181173
428,"Exhibition Road, Knightsbridge",-0.174554,51.4999,526805.17,179466.17
430,"South Parade, Chelsea",-0.17524,51.489,526800.929,178262.769
431,"Crinan Street, King's Cross",-0.122203,51.5345,530340.557,183401.788
432,"Exhibition Road Museums, South Kensington",-0.173894,51.497,526858.952,179138.76
433,"Wren Street, Holborn",-0.116279,51.5246,530775.826,182314.789
435,"Kennington Station, Kennington",-0.105593,51.4889,531618.98,178352.051
436,"Red Lion Street, Holborn",-0.11655,51.5182,530775.76,181613.621
437,"Vauxhall Walk, Vauxhall",-0.120903,51.4881,530561.708,178228.642
439,"Killick Street, King's Cross",-0.118677,51.5338,530584.603,183334.171
440,"Kennington Oval, Oval",-0.113134,51.4831,531116.466,177709.777
441,"Sail Street, Vauxhall",-0.114605,51.4957,531008.557,179109.603
442,"Walmer Road, Avondale",-0.211358,51.5101,524214.8,180549.99
443,"Philpot Street, Whitechapel",-0.058641,51.5153,534813.563,181364.769
444,"Bethnal Green Garden, Bethnal Green",-0.055312,51.5257,535005.893,182544.841
445,"Cheshire Street, Bethnal Green",-0.065076,51.5239,534333.295,182326.673
446,"York Hall, Bethnal Green",-0.055894,51.5289,534955.304,182905.275
447,"Jubilee Crescent, Cubitt Town",-0.007542,51.4934,538413.292,179050.345
448,"Fisherman's Walk West, Canary Wharf",-0.02296,51.5062,537311.192,180447.011
449,"Shadwell Station, Shadwell",-0.057159,51.5111,534920.712,180918.528
450,"Jubilee Street, Stepney",-0.053177,51.516,535181.287,181470.981
451,"Hermitage Court, Wapping",-0.063531,51.5047,534498.915,180197.879
452,"St. Katharine's Way, Tower",-0.070542,51.5057,534015.33,180291.978
453,"Garnet Street, Shadwell",-0.055167,51.5084,535066.566,180629.525
454,"Napier Avenue, Millwall",-0.021582,51.4877,537459.941,178381.168
455,"East Ferry Road, Cubitt Town",-0.014409,51.4945,537939.055,179151.953
456,"Parkway, Camden Town",-0.144664,51.5381,528772.12,183761.24
457,"Castlehaven Road, Camden Town",-0.145393,51.5421,528710.927,184212.768
458,"Wapping Lane, Wapping",-0.057544,51.5047,534910.627,180219.547
459,"Gunmakers Lane, Old Ford",-0.03338,51.5352,536498.818,183641.459
460,"Burdett Road, Mile End",-0.029138,51.5162,536849.477,181538.192
461,"Aston Street, Stepney",-0.038775,51.516,536193,181518
462,"Bonny Street, Camden Town",-0.138853,51.5416,529162.414,184164.556
463,"Thurtle road, Haggerston",-0.071881,51.5348,533829.469,183521.294
464,"St. Mary & St. Michael Church, Stepney",-0.052099,51.5142,529891.25,180564.33
465,"Pitfield Street North,Hoxton",-0.08249,51.5356,533059.93,183221.96
466,"Whiston Road, Haggerston",-0.076341,51.5345,533522.673,183483.56
467,"Southern Grove, Bow",-0.030556,51.5235,536724.103,182348.124
468,"Cantrell Road, Bow",-0.022694,51.5216,537280.248,182147.357
469,"Lindfield Street, Poplar",-0.020467,51.5138,537458.184,181283.023
470,"Mostyn Grove, Bow",-0.025492,51.5305,537058.085,183141.231
471,"Hewison Street, Old Ford",-0.028155,51.5333,536872.368,183433.387
472,"Malmesbury Road, Bow",-0.027616,51.5295,536918.801,183023.776
473,"Millharbour, Millwall",-0.019355,51.4961,537581.147,179321.034
474,"Castalia Square, Cubitt Town",-0.011457,51.4981,538133.466,179565.144
475,"Lightermans Road, Millwall",-0.020157,51.499,537518.868,179646.739
476,"Stebondale Street, Cubitt Town",-0.009205,51.4891,538317.543,178563.7
477,"Spindrift Avenue, Millwall",-0.018716,51.4911,537627.123,178765.557
478,"Stepney Green Station, Stepney",-0.04667,51.5219,535610.479,182132.795
479,"Pott Street, Bethnal Green",-0.058005,51.5272,534821.217,182705.366
480,"Flamborough Street, Limehouse",-0.0389866,51.5129,536173.767,181149.712
481,"Saunders Ness Road, Cubitt Town",-0.009001,51.4871,538321.883,178336.687
482,"Thornfield House, Poplar",-0.02377,51.5098,537241.687,180838.46
483,"Albert Gardens, Stepney",-0.047784,51.5133,535564.147,181179.98
484,"Bromley High Street, Bow",-0.013258,51.5288,537903.896,182963.603
485,"Old Ford Road, Bethnal Green",-0.048017,51.5311,535490.456,183159.596
486,"Granby Street, Shoreditch",-0.069543,51.5256,534018.68,182514.215
487,"Canton Street, Poplar",-0.025626,51.5118,537101.185,181035.64
488,"Reardon Street, Wapping",-0.058681,51.5069,534826.753,180456.361
489,"Christian Street, Whitechapel",-0.064094,51.5131,534432.437,181127.035
490,"Pennington Street, Wapping",-0.065006,51.5086,534383.92,180632.281
491,"Queen Mary's, Mile End",-0.041378,51.5225,535981.169,182217.026
492,"The Green Bridge, Mile End",-0.03562,51.5247,536374.907,182469.694
494,"South Quay East, Canary Wharf",-0.016251,51.502,537786.521,179980.548
495,"Bow Church Station, Bow",-0.018703,51.5282,537537.034,182889.765
496,"Devons Road, Bow",-0.015578,51.5251,537755.633,182570.589
497,"Merchant Street, Bow",-0.028619,51.5265,531258,183427
498,"Bow Road Station, Bow",-0.025296,51.5271,537083.871,182753.636
499,"Furze Green, Bow",-0.021345,51.5193,537382.971,181894.713
500,"Ansell House, Stepney",-0.055731,51.5198,534995.221,181895.605
501,"Cephas Street, Bethnal Green",-0.054883,51.5226,535044.051,182198.734
502,"Bonner Gate, Victoria Park",-0.0495918,51.3341,535379,183414
503,"Cleveland Way, Stepney",-0.051394,51.5209,535291.881,182019.279
504,"St. John's Park, Cubitt Town",-0.009506,51.4965,538271.309,179392.725
505,"Ackroyd Drive, Bow",-0.026768,51.5204,537005.332,182015.62
506,"Bell Lane, Liverpool Street",-0.075855,51.5175,533604.227,181594.692
507,"Clarkson Street, Bethnal Green",-0.059091,51.5287,534734.485,182872.343
508,"Fournier Street, Whitechapel",-0.074431,51.5194,533697.131,181824.341
509,"Fore Street, Guildhall",-0.090075,51.5178,532626.746,181625.46
510,"Westferry DLR, Limehouse",-0.025996,51.5093,537086.438,180770.659
511,"Sutton Street, Shadwell",-0.053558,51.5111,535166.306,180942.994
512,"Pritchard's Road, Bethnal Green",-0.06142,51.5321,534564.013,183243.616
513,"Watney Market, Stepney",-0.055656,51.5142,535013.296,181268.626
514,"Portman Square, Marylebone",-0.155525,51.5162,528097.06,181314.97
515,"Russell Gardens, Olympia",-0.211316,51.5001,524253.12,179422.45
516,"Chrisp Street Market, Poplar",-0.014438,51.5112,537893.525,181015.092
517,"Ford Road, Old Ford",-0.033085,51.5325,536526.951,183344.828
518,"Antill Road, Mile End",-0.037471,51.5282,536235.454,182860.378
519,"Teviot Street, Poplar",-0.011662,51.5188,538051.074,181854.663
520,"Bancroft Road, Bethnal Green",-0.047218,51.526,535577.096,182608.218
521,"Driffield Road, Old Ford",-0.037366,51.5341,536233.119,183513.91
522,"Clinton Road, Mile End",-0.036017,51.5259,536340.047,182609.205
523,"Langdon Park, Poplar",-0.013475,51.5155,537946.658,181497.434
524,"Lancaster Gate, Bayswater",-0.179668,51.5117,526433.725,180762.929
525,"Cartier Circle, Canary Wharf",-0.014293,51.5047,537904,180289
526,"Lancaster Drive, Blackwall",-0.008428,51.5031,538324.718,180127.424
527,"Hansard Mews, Holland Park",-0.215808,51.5038,523929.585,179821.948
528,"Clarges Street, Mayfair",-0.145827,51.5073,528778.204,180340.942
529,"Manresa Road, Chelsea",-0.170983,51.4869,527086.34,178024.38
530,"Newby Place, Poplar",-0.012413,51.5089,538037.839,180757.829
531,"Twig Folly Bridge, Mile End",-0.042744,51.5303,535868.402,183087.057
532,"Jubilee Plaza, Canary Wharf",-0.020068,51.5036,537521.433,180150.478
533,"Wellington Row, Bethnal Green",-0.069743,51.5282,533993.887,182800.529
534,"Goldsmith's Row, Haggerston",-0.066035,51.5319,534243.398,183212.75
535,"Gloucester Avenue, Camden Town",-0.147154,51.5373,528600.526,183676.382
536,"Queensbridge Road, Haggerston",-0.06992,51.5339,533965.286,183441.075
537,"Old Montague Street, Whitechapel",-0.067937,51.5179,534152.439,181659.083
538,"Naval Row, Blackwall",-0.00699,51.509,538409.538,180777.915
539,"Hoxton Station, Hoxton",-0.075901,51.5311,533561.407,183108.231
540,"Albany Street, The Regent's Park",-0.144466,51.5283,528811.657,182678.287
541,"Green Park Station, Mayfair",-0.142844,51.5066,528986.8455,180265.8142
542,"Salmon Lane, Limehouse",-0.033828,51.5141,536531.778,181299.646
543,"Lansdowne Walk, Ladbroke Grove",-0.204666,51.5096,524690.16,180494.09
544,"Percival Street, Finsbury",-0.102208,51.5262,531748.778,182509.36
545,"Arlington Road, Camden Town",-0.145246,51.54,528726.135,183971.838
546,"New Fetter Lane, Holborn",-0.107987,51.5174,531374.45,181529.56
547,"East India DLR, Blackwall",-0.002275,51.5095,538731.142,180844.081
548,"Westminster Bridge Road, Elephant & Castle",-0.107913,51.4984,531433.629,179413.872
549,"Gaywood Street, Elephant & Castle",-0.104193,51.496,531698.101,179160.022
550,"Harford Street, Mile End",-0.039264,51.5216,536129.278,182129.613
551,"Import Dock, Canary Wharf",-0.016233,51.5034,537778.752,180143.387
552,"Watney Street, Shadwell",-0.056667,51.5115,534951.953,180969.054
553,"Regent's Row, Haggerston ",-0.062546,51.5357,534472.953,183642.213
554,"Aberfeldy Street, Poplar",-0.005659,51.5135,538483.968,181285.264
556,"Heron Quays DLR, Canary Wharf",-0.021596,51.5027,537412.94,180046.684
557,"King Edward Street, St Pauls",-0.0985,51.516,532035.186,181414.686
558,"Page Street, Westminster",-0.127554,51.494,530116.498,178863.305
559,"Abbotsbury Road, Holland Park",-0.205991,51.5014,524619.34,179576.68
560,"Ladbroke Grove Central, Ladbroke Grove",-0.205921,51.5116,524596.35,180714.03
561,"Rectory Square, Stepney",-0.043371,51.5184,535854.653,181757.406
562,"Bury Place, Holborn",-0.12335,51.5175,530314.571,181504.681
563,"Preston's Road, Cubitt Town",-0.009152,51.4993,538282.397,179705.287
564,"Somerset House, Strand",-0.117619,51.5099,530728.995,180681.5
565,"Selby Street, Whitechapel",-0.063386,51.5219,534442.917,182109.618
566,"Westfield Ariel Way, White City",-0.224103,51.5092,523341.402,180409.536
568,"Bishop's Bridge Road West, Bayswater",-0.18697,51.5162,525880.795,181238.113
569,"Pitfield Street Central, Hoxton",-0.08299,51.5321,533086.434,183589.348
570,"Upper Bank Street, Canary Wharf",-0.017676,51.5031,537683.464,180108.199
571,"Westfield Southern Terrace,Shepherd's Bush",-0.218337,51.5063,523749.409,180096.167
572,"Greenland Road, Camden Town",-0.141728,51.5391,528973.592,183881.368
573,"Limerston Street, West Chelsea",-0.18119,51.4856,526384.07,177861.7
574,"Eagle Wharf Road, Hoxton",-0.09315,51.5336,532346.774,183332.678
576,"Alpha Grove, Millwall",-0.022793,51.4973,537346.342,179449.929
577,"Globe Town Market, Bethnal Green",-0.047548,51.5289,535530.483,182915.551
578,"Hollybush Gardens, Bethnal Green",-0.057133,51.5276,534873.269,182755.692
579,"Queen Street 2, Bank",-0.093051,51.5112,532429.231,180870.051
580,"Doddington Grove, Kennington",-0.102996,51.4869,531808.81,178148.438
581,"New Cavendish Street, Marylebone",-0.147983,51.5192,528595,181653.213
583,"Abingdon Green, Westminster",-0.125978,51.4976,530187.151,179296.365
584,"Ilchester Gardens, Bayswater",-0.19096,51.5124,525629.144,180826.991
586,"Mudchute DLR, Cubitt Town",-0.014582,51.4906,537936.749,178724.371
587,"Monument Street, Monument",-0.08497,51.5096,533009.761,180702.514
588,"Hoxton Street, Hoxton",-0.0801,51.5296,533273.635,182926.713
589,"Drayton Gardens, West Chelsea",-0.179369,51.4872,526506.18,178043.158
590,"Greenberry Street, St.John's Wood",-0.16862,51.5326,527123.887,183112.862
591,"Westfield Library Corner, Shepherd's Bush",-0.224224,51.5061,523330.13,180073.174
592,"Bishop's Bridge Road East, Bayswater",-0.18377,51.5171,526142.111,181356.871
593,"Northdown Street, King's Cross",-0.11934,51.5311,530548.739,183035.5
594,"Kingsway Southbound, Strand",-0.117774,51.5139,530706.094,181118.599
595,"Hammersmith Road, Hammersmith",-0.21985,51.4933,523679.21,178649.13
596,"Parson's Green, Parson's Green",-0.199783,51.4728,524970.47,176658.01
597,"Fulham Park Road, Fulham",-0.20782,51.4735,524568.44,176468.32
598,"Southerton Road, Hammersmith",-0.228188,51.4945,523097.84,178772.43
599,"Manbre Road, Hammersmith",-0.223616,51.4857,523438.05,177806.26
600,"South Lambeth Road, Vauxhall",-0.124642,51.4817,530321.194,177533.143
601,"BBC White City, White City",-0.225787,51.5148,523209.79,181030.8
602,"Union Grove, Wandsworth Road",-0.133972,51.473,529698.26,176543.77
603,"Caldwell Street, Stockwell",-0.116493,51.4778,530898.2,177113.89
604,"St Martins Close, Camden Town",-0.138535,51.5388,535262.512,181270.6
605,"Seymour Place, Marylebone",-0.163667,51.5203,527504.35,181755.31
606,"Addison Road, Holland Park",-0.210941,51.5042,524268.2,179873.55
607,"Putney Bridge Station, Fulham",-0.210279,51.4688,524409.92,175945.55
608,"Colet Gardens, Hammersmith",-0.216493,51.4911,523918,178413.07
609,"Sugden Road, Clapham",-0.157788,51.4651,528066.21,175625.63
610,"Danvers Street, West Chelsea",-0.172078,51.4826,527025.49,177541.45
611,"Princedale Road, Holland Park",-0.208487,51.5065,524432.29,180135.94
612,"Wandsworth Rd, Isley Court, Wandsworth Road",-0.141813,51.4693,529164.05,176114.05
613,"Woodstock Grove, Shepherd's Bush",-0.2174,51.504,523819.67,179850.86
614,"Bradmead, Battersea Park",-0.144691,51.4782,528938.73,177100.07
615,"Finlay Street, Fulham",-0.215896,51.4769,523997.7,176834.11
616,"Aintree Street, Fulham",-0.209973,51.481,524397.8,177303.54
617,"Elysium Place, Fulham",-0.207843,51.4711,524572.75,176202.31
618,"Eel Brook Common, Walham Green",-0.193254,51.4763,525572.04,176802.8
